OID_,NAME_PY,NAME_CH,NAME_FT,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,END_YR,END_RULE,DYN_PY,DYN_CH,LEV1_PY,LEV1_CH,NOTE_ID,OBJ_TYPE,SYS_ID,GEO_SRC,COMPILER,GEOCOMP,CHECKER,ENT_DATE,X_COORD,Y_COORD,AREA
,Xizang,西藏,西藏, , , , ,1911,9,1911,9,Qingchao,清朝,Xizang,西藏,0.000000000000000,POLYGON,1788,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,86.826179999999994,31.412009999999999,1438410.0000000
,Qinghai,青海,青海, , , , ,1911,9,1911,9,Qingchao,清朝,Qinghai,青海,0.000000000000000,POLYGON,1789,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,95.979990000000001,35.268639999999998,645031.0000000
,Ye'erqiang,叶尔羌,葉爾羌, ,Fuji,府级,3,1911,9,1911,9,Qingchao,清朝,XinJiang,新疆,0.000000000000000,POLYGON,1790,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,76.792410000000004,37.943689999999997,187370.0000000
,Akesu,阿克苏,阿克蘇, ,Fuji,府级,3,1911,9,1911,9,Qingchao,清朝,XinJiang,新疆,0.000000000000000,POLYGON,1791,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,80.674199999999999,41.274299999999997,68273.0000000
,Wulumuqi,乌噜木齐,烏嚕木齊, ,Fuji,府级,3,1911,9,1911,9,Qingchao,清朝,XinJiang,新疆,0.000000000000000,POLYGON,1792,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,87.048929999999999,44.432130000000001,93639.1015625
,Gucheng,古城,古城, ,Fuji,府级,3,1911,9,1911,9,Qingchao,清朝,XinJiang,新疆,0.000000000000000,POLYGON,1793,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,90.372550000000004,44.307180000000002,34310.3007813
,Tulufan,吐鲁番,吐魯番, ,Fuji,府级,3,1911,9,1911,9,Qingchao,清朝,XinJiang,新疆,0.000000000000000,POLYGON,1794,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,89.841999999999999,41.806890000000003,108007.0000000
,Balikun,巴里坤,巴里坤, ,Fuji,府级,3,1911,9,1911,9,Qingchao,清朝,XinJiang,新疆,0.000000000000000,POLYGON,1795,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,93.780069999999995,44.039430000000003,58317.3984375
,Hami,哈密,哈密, ,Fuji,府级,3,1911,9,1911,9,Qingchao,清朝,XinJiang,新疆,0.000000000000000,POLYGON,1796,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,93.913160000000005,42.178649999999998,95756.0000000
,Hetian,和阗,和闐, ,Fuji,府级,3,1911,9,1911,9,Qingchao,清朝,XinJiang,新疆,0.000000000000000,POLYGON,1797,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,84.990960000000001,37.766430000000000,678660.0000000
,Kuche,库车,庫車, ,Fuji,府级,3,1911,9,1911,9,Qingchao,清朝,XinJiang,新疆,0.000000000000000,POLYGON,1798,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,82.755960000000002,41.621200000000002,27260.4003906
,Kalasha'er,喀喇沙尔,喀喇沙爾, ,Fuji,府级,3,1911,9,1911,9,Qingchao,清朝,XinJiang,新疆,0.000000000000000,POLYGON,1799,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,85.725830000000002,41.796740000000000,115855.0000000
,Wushen,乌什,烏什, ,Fuji,府级,3,1911,9,1911,9,Qingchao,清朝,XinJiang,新疆,0.000000000000000,POLYGON,1800,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,77.628259999999997,40.974580000000003,52390.8984375
,Ku'erkalawu,喀喇乌苏,喀喇烏蘇, ,Fuji,府级,3,1911,9,1911,9,Qingchao,清朝,XinJiang,新疆,0.000000000000000,POLYGON,1801,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,83.529460000000000,44.574219999999997,32626.6992188
,Geshenge'er,喀什噶尔,喀什噶爾, ,Fuji,府级,3,1911,9,1911,9,Qingchao,清朝,XinJiang,新疆,0.000000000000000,POLYGON,1802,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,74.573030000000003,39.115200000000002,174772.0000000
,Ta'erbahatai,塔尔巴哈台,塔爾巴哈臺, ,Fuji,府级,3,1911,9,1911,9,Qingchao,清朝,XinJiang,新疆,0.000000000000000,POLYGON,1803,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,84.547420000000002,47.242410000000000,257208.0000000
,Yili,伊犁,伊犁, ,Fuji,府级,3,1911,9,1911,9,Qingchao,清朝,XinJiang,新疆,0.000000000000000,POLYGON,1804,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,77.333529999999996,43.997819999999997,526459.0000000
,Tangnuwulianghai,唐努乌梁海,唐努烏粱海, ,Meng,盟,3,1911,9,1911,9,Qingchao,清朝,Wuliyasutai,乌里雅苏台,0.000000000000000,POLYGON,1805,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,93.863110000000006,51.535860000000000,262392.0000000
,Tuxietuhanbu,土谢图汗部,土謝圖汗部, ,Meng,盟,3,1911,9,1911,9,Qingchao,清朝,Wuliyasutai,乌里雅苏台,0.000000000000000,POLYGON,1806,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,107.117500000000007,46.410969999999999,398228.0000000
,Chechenhanbu,车臣汗部,車臣汗部, ,Meng,盟,3,1911,9,1911,9,Qingchao,清朝,Wuliyasutai,乌里雅苏台,0.000000000000000,POLYGON,1807,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,113.912869999999998,47.841340000000002,273729.0000000
,Kebuduo,科布多,科布多, ,Meng,盟,3,1911,9,1911,9,Qingchao,清朝,Wuliyasutai,乌里雅苏台,0.000000000000000,POLYGON,1808,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,89.602840000000000,48.644120000000001,440138.0000000
,Sanyinruoyanbu,三音诺颜部,三音諾顏部, ,Meng,盟,3,1911,9,1911,9,Qingchao,清朝,Wuliyasutai,乌里雅苏台,0.000000000000000,POLYGON,1809,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,101.394930000000002,45.647010000000002,358593.0000000
,Zhasaketuhanbu,扎萨克图汗部,扎薩克圖汗部, ,Meng,盟,3,1911,9,1911,9,Qingchao,清朝,Wuliyasutai,乌里雅苏台,0.000000000000000,POLYGON,1810,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,96.908460000000005,46.557699999999997,250559.0000000
,Xin Zhou,忻州,忻州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西,0.000000000000000,POLYGON,1811,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,112.392409999999998,38.317990000000002,6310.5698242
,Qin Zhou,沁州,沁州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西,0.000000000000000,POLYGON,1812,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,112.695390000000003,36.720799999999997,5508.0000000
,Huo Zhou,霍州,霍州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西,0.000000000000000,POLYGON,1813,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,111.729860000000002,36.649400000000000,2731.5000000
,Liao Zhou,辽州,遼州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西,0.000000000000000,POLYGON,1818,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,113.291190000000000,37.140459999999997,6431.2597656
,Lu'an Fu,潞安府,潞安府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西,0.000000000000000,POLYGON,1819,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,113.052409999999995,36.334930000000000,8716.1699219
,Zezhou Fu,泽州府,澤州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西,0.000000000000000,POLYGON,1820,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,112.790139999999994,35.619360000000000,9402.0097656
,Pingyang Fu,平阳府,平陽府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西,0.000000000000000,POLYGON,1822,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,111.477069999999998,36.104770000000002,13887.7001953
,Jie Zhou,解州,解州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西,0.000000000000000,POLYGON,1823,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,111.144729999999996,34.974620000000002,4570.3901367
,Xi Zhou,隰州,隰州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西,0.000000000000000,POLYGON,1825,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,110.922820000000002,36.640720000000002,5897.1000977
,Fenzhou Fu,汾州府,汾州府, ,Cunzhen,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西,0.000000000000000,POLYGON,1826,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,111.444429999999997,37.579039999999999,14590.5000000
,Ningwu Fu,宁武府,寧武府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西,0.000000000000000,POLYGON,1827,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,111.986069999999998,39.100819999999999,5893.9399414
,Taiyuan Fu,太原府,太原府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西,0.000000000000000,POLYGON,1828,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,112.421300000000002,38.036639999999998,17772.1992188
,Baode Zhou,保德州,保德州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西,0.000000000000000,POLYGON,1829,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,111.311250000000001,39.117330000000003,2729.1398926
,GuiSuiLiTing,归绥六厅,歸綏六廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西,0.000000000000000,POLYGON,1830,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,111.113820000000004,40.575080000000000,21222.8007813
,Liangzhou Fu,凉州府,涼州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃,0.000000000000000,POLYGON,1844,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,102.568860000000001,37.675469999999997,45019.3007813
,Ganzhou Fu,甘州府,甘州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃,0.000000000000000,POLYGON,1845,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,100.358819999999994,38.893079999999998,22288.0996094
,Anxi Zhou,安西州,安西州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃,0.000000000000000,POLYGON,1846,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,95.484449999999995,40.393149999999999,179466.0000000
,Su Zhou,肃州,肅州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃,0.000000000000000,POLYGON,1847,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,98.917699999999996,39.413110000000003,32763.9003906
,Xining Fu,宁夏府,寧夏府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃,0.000000000000000,POLYGON,1848,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,105.872820000000004,38.118200000000002,33201.6992188
,Xining Fu,西宁府,西寧府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃,0.000000000000000,POLYGON,1852,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,101.723039999999997,36.703490000000002,35207.3007813
,Lanzhou Fu,兰州府,蘭州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃,0.000000000000000,POLYGON,1853,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,104.549859999999995,36.264189999999999,46852.6015625
,Gongchang Fu,巩昌府,鞏昌府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃,0.000000000000000,POLYGON,1855,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,103.782910000000001,34.707619999999999,51723.1992188
,Zhong Zhou,忠州,忠州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1857,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,107.646310000000000,30.332170000000001,7506.2797852
,Xuzhou Fu,叙州府,敘州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1859,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,104.170879999999997,28.692180000000000,23145.5996094
,Jiading Fu,嘉定府,嘉定府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1860,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,103.858019999999996,29.440449999999998,12168.7998047
,Songpan Ting,松潘厅,松潘廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1861,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,101.494060000000005,33.068260000000002,76362.7031250
,Zagu Ting,杂谷厅,雜谷廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1862,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,102.775769999999994,31.594439999999999,7830.6899414
,Maogong Ting,懋功厅,懋功廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1863,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,101.939890000000005,31.388770000000001,16138.7998047
,Yazhou Fu,雅州府,雅州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1864,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,100.337209999999999,30.817280000000000,198269.0000000
,Ningyuan Fu,宁远府,寧遠府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1865,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,102.119200000000006,27.751190000000001,52554.8984375
,Qiong Zhou,邛州,邛州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1866,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,103.345320000000001,30.485150000000001,3286.6000977
,Mei Zhou,眉州,眉州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1867,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,103.657100000000000,30.042850000000001,3044.5400391
,Mao Zhou,茂州,茂州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1868,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,103.813410000000005,31.604340000000001,10769.7001953
,Lu Zhou,泸州,瀘州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1869,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,105.677459999999996,28.788350000000001,6550.6098633
,Chongqing Fu,重庆府,重慶府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1870,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,106.655060000000006,29.470680000000002,32238.8007813
,Long'an Fu,龙安府,龍安府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1871,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,104.604789999999994,32.395249999999997,13013.7001953
,Chengdu Fu,成都府,成都府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1872,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,104.159459999999996,30.868880000000001,12223.4003906
,Mian Zhou,绵州,綿州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1873,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,104.681939999999997,31.460059999999999,6325.8901367
,Zi Zhou,资州,資州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1874,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,104.681680000000000,29.858059999999998,9571.1298828
,Tongzhou Fu,潼川府,潼川府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1875,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,105.243449999999996,30.614950000000000,16398.4003906
,Shunqing Fu,顺庆府,順慶府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1876,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,106.383660000000006,30.842690000000001,13418.5996094
,Suiding Fu,绥定府,綏定府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1878,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,107.526139999999998,31.115600000000001,11710.7998047
,Xuyong Ting,叙永厅,敘永廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1880,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,105.700950000000006,28.194320000000001,6818.4902344
,Shizhu Ting,石砫厅,石砫廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Sichuan,四川,0.000000000000000,POLYGON,1881,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,108.143659999999997,30.027000000000001,4184.0600586
,Kaihua Fu,开化府,開化府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1882,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,104.253169999999997,23.175229999999999,14483.0000000
,Zhaotong Fu,昭通府,昭通府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1883,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,104.222999999999999,27.832820000000002,19305.5000000
,Dongchuan Fu,东川府,東川府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1884,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,103.186229999999995,26.680260000000001,13692.0000000
,Yongbei Ting,永北厅,永北廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1885,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,100.997169999999997,26.951300000000000,14321.4003906
,Wuding Zhou,武定州,武定州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1886,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,102.211630000000000,25.846840000000000,8589.2900391
,Qujing Fu,曲靖府,曲靖府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1887,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,103.711759999999998,25.664210000000001,26495.4003906
,Chuxiong Fu,楚雄府,楚雄府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1888,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,101.451859999999996,25.419000000000000,23921.4003906
,Yunnan Fu,云南府,云南府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1889,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,102.575969999999998,24.990729999999999,10757.7998047
,Yuanjiang Zhou,元江州,元江州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1890,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,101.824460000000002,23.445180000000001,12552.7001953
,Chengjiang Fu,澂江府,澂江府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1891,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,102.972700000000003,24.629480000000001,5122.1401367
,Lin'an Fu,临安府,臨安府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1995,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,103.065029999999993,23.307070000000000,31278.1992188
,Lijiang Fu,丽江府,麗江府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1893,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,99.339309999999998,27.656300000000002,46345.6992188
,Tengyue Ting,腾越厅,騰越廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1894,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,98.115930000000006,25.093180000000000,24680.0000000
,Dali Fu,大理府,大理府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1895,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,99.849670000000003,25.815690000000000,16339.7998047
,Yongchang Fu,永昌府,永昌府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1896,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,99.014539999999997,24.566830000000000,30315.4003906
,Menghua Ting,蒙化厅,蒙化廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1897,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,100.352840000000000,25.203009999999999,5123.1699219
,Shunning Fu,顺宁府,順寧府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1898,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,99.640379999999993,23.618220000000001,33741.1992188
,Jingdong Ting,景东厅,景東廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1899,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,100.745429999999999,24.220210000000002,7734.9902344
,Zhenyuan Zhou,镇沅州,鎮沅州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1900,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,101.184820000000002,23.802420000000001,4002.1201172
,Pu'er Fu,普洱府,普洱府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1901,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,101.058959999999999,22.419490000000000,41293.5000000
,Guangxi Zhou,广西州,廣西州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1902,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,103.814269999999993,24.313939999999999,13890.5996094
,Guangnan Fu,广南府,廣南府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Yunnan,云南,0.000000000000000,POLYGON,1903,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,105.260930000000002,23.827079999999999,13813.0996094
,Renhuai Ting,仁怀厅,仁懷廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,0.000000000000000,POLYGON,1907,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,105.819890000000001,28.440960000000000,1392.4799805
,Zunyi Fu,遵义府,遵義府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,0.000000000000000,POLYGON,1909,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,106.893950000000004,28.136360000000000,23189.0000000
,Dading Fu,大定府,大定府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,0.000000000000000,POLYGON,1910,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,105.019880000000001,26.954519999999999,28993.3007813
,Pu'an Ting,普安厅,普安廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,0.000000000000000,POLYGON,1911,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,104.599299999999999,25.836910000000000,3877.7199707
,Anshun Fu,安顺府,安順府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,0.000000000000000,POLYGON,1912,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,105.859260000000006,26.135449999999999,11758.2998047
,Xingyi Fu,兴义府,興義府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,0.000000000000000,POLYGON,1913,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,105.485759999999999,25.433769999999999,16961.4003906
,Guiyang Fu,贵阳府,貴陽府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,0.000000000000000,POLYGON,1914,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,106.738360000000000,26.170690000000000,19202.8007813
,Pingyue Zhou,平越州,平越州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,0.000000000000000,POLYGON,1915,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,107.669210000000007,27.384300000000000,7676.3901367
,Duyun Fu,都匀府,都勻府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,0.000000000000000,POLYGON,1916,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,107.678820000000002,25.962250000000001,16205.5000000
,Sinan Fu,思南府,思南府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,0.000000000000000,POLYGON,1917,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,108.141059999999996,28.363589999999999,10316.0996094
,Shiqian Fu,石阡府,石阡府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,0.000000000000000,POLYGON,1918,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,107.855750000000000,27.783970000000000,4500.8701172
,Liuzhou Fu,柳州府,柳州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西,0.000000000000000,POLYGON,1922,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,109.337130000000002,24.727689999999999,23079.5996094
,Pingle Fu,平乐府,平樂府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西,0.000000000000000,POLYGON,1924,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,110.977080000000001,24.466850000000001,21050.0996094
,Zhen'an Fu,镇安府,鎮安府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西,0.000000000000000,POLYGON,1925,FROM_TAN, ,傅林祥/,邹逸麟,2001/06/30,106.410439999999994,23.278720000000000,11418.2001953
